,title,ingredients,instructions,author,date,rating,times,servings,image,category,Ing. Prices,Price,Ing. Nutr
87,Fast Apple Rhubarb Pie,"['1 (9 inch) pie shell', '6  apple - peeled, cored, and chopped', '3  rhubarb, diced', '1 cup white sugar', '2 teaspoons ground cinnamon']","['Preheat oven to 440 degrees F (220 degrees C).', 'Combine apples and rhubarb in a large bowl. Mix together sugar and cinnamon in a small bowl, then sprinkle over fruit. Toss until fruit is thoroughly coated. Spoon mixture into pastry shell.', 'Bake in preheated oven for 40 minutes.']",Simone Th Erien,"Updated on July 14, 2022",4.2,[{'Yield': '1 to 9 - inch pie'}],8,https://www.allrecipes.com/thmb/8CeBgIfsV4qBGhX4tbIyGrXegx4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Fast-Apple-Rhubarb-Pie-2000-2d8cb90e973040348192ccb85b8c52fc.jpg, Apple Pie,"['$19.29', '$3.62', '$0.93', '$0.28', '$0.16']",24.28,"{'calories': '9605', 'protein': '115g', 'total_fat': '472g', 'carbs': '1235g'}"
88,Warm Apple Pocket,"['3  sweet apples -- peeled, cored and thinly sliced', '2 tablespoons sugar', '2 tablespoons flour', '  pinch of salt', '1 teaspoon apple pie spice', '1 tablespoon vanilla extract', '1 (15 ounce) package prepared, unbaked pie crust, thawed', '  milk', '1  egg, beaten']","['Preheat oven to 375 degrees F (190 degrees C).', 'In a bowl, toss apple slices together with sugar, flour, salt, apple pie spice, and vanilla extract until evenly coated.', 'Lay pie dough flat on a lightly greased baking sheet. Pile apples on one side of dough, leaving a 1 inch border. Brush border and opposite half side of dough with milk. Fold dough over apples, being careful not to over-stuff or the dough will tear. Fold over edges and pinch together to seal. Cut several small slits in the top of the pocket with a sharp knife, then brush top with beaten egg.', 'Bake in the preheated oven for 40 minutes, or until flakey and golden brown. Serve warm, or at room temperature.']",WALLYJ,"Updated on November 24, 2022",4.4,"[{'Prep Time': '20 mins'}, {'Cook Time': '40 mins'}, {'Total Time': ' 1 hr'}, {'Yield': '6 servings'}]",6,https://www.allrecipes.com/thmb/tZRf7Uw6OuD1XxZQ3vvnb2KAhW0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1249826-warm-apple-pocket-staceykb72-4x3-1-77553e34381e4548a7c60e9fd9e2dff4.jpg, Apple Pie,"['$1.81', '$0.03', '$0.02', '$0.43', '$0.97', '$4.56', '$0.33', '$0.24']",8.39,"{'calories': '2627', 'protein': '42g', 'total_fat': '124g', 'carbs': '332g'}"
89,Apple Blackberry Pie,"['¼ cup butter', '1 tablespoon all-purpose flour', '½ cup white sugar', '½ cup brown sugar', '¼ cup water', '1 teaspoon lemon juice', '1 (6 ounce) container blackberries, halved - divided', '1 (14.1 ounce) package double-crust pie pastry, thawed', '4 large Granny Smith apple - peeled, cored, and sliced']","['Preheat the oven to 425 degrees F (220 degrees C).', 'Melt butter in a saucepan over medium-low heat; stir in flour to make a smooth paste. Whisk white sugar, brown sugar, water, and lemon juice into butter mixture. Bring to a simmer, whisking constantly, until sauce is thick, about 3 minutes. Stir 6 blackberry halves into sauce, reduce heat to low, and continue cooking while you complete remaining steps. Stir sauce occasionally.', 'Line a 9-inch pie dish with 1 pastry crust. Place apple slices and remaining blackberries into crust. Cut remaining pastry crust into strips, about 1-inch wide. Use strips to weave a lattice top over apple-blackberry filling; pinch ends of strips to edge of bottom crust to seal. Spoon hot blackberry sauce over pie, letting it soak through the openings in top crust. Place pie onto a baking sheet.', 'Bake in the preheated oven for 15 minutes. Reduce oven temperature to 350 degrees F (175 degrees C) and continue baking until crust is golden brown and sauce is bubbling, 35 to 45 more minutes.']",Annie,"Updated on February 15, 2023",4.9,"[{'Prep Time': '20 mins'}, {'Cook Time': '55 mins'}, {'Total Time': ' 1 hr 15 mins'}, {'Yield': '1 9-inch pie'}]",6,https://www.allrecipes.com/thmb/GvjIipPsz8k7V7jCwZJYkZLmLlQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1425840-apple-blackberry-pie-Tiffany-OBrien-4x3-1-8914c8c2ced443d1b0c1019340ac6985.jpg, Apple Pie,"['$0.49', '$0.01', '$0.14', '$0.35', '$0.03', '$1.51', '$4.28', '$3.94']",10.75,"{'calories': '3602', 'protein': '30g', 'total_fat': '152g', 'carbs': '547g'}"
90,Creamy Apple Blueberry Pie,"['3 cups sliced apples', '1 cup blueberries', '1 (9 inch) unbaked deep dish pie crust', '¼ cup all-purpose flour', '½ cup white sugar', '¼ teaspoon salt', '¼ teaspoon ground nutmeg', '¼ teaspoon ground cinnamon, or more to taste', '1 cup plain yogurt', '1  egg', '1 teaspoon vanilla extract', '½ cup all-purpose flour', '½ cup chopped pecans', '½ cup rolled oats', '¼ cup brown sugar', '½ cup butter']","['Preheat the oven to 400 degrees F (200 degrees C).', 'Toss apples and blueberries in unbaked pie crust.', 'Mix 1/4 cup flour, white sugar, salt, nutmeg, and cinnamon in a bowl. Stir in yogurt, egg, and vanilla extract; pour batter over apples and blueberries.', 'Combine 1/2 cup flour, pecans, oats, and brown sugar in a mixing bowl. Cut in butter with a knife or pastry blender until mixture resembles coarse crumbs; set aside.', 'Bake in the preheated oven for 15 minutes; reduce heat to 350 degrees F (175 degrees C) and continue baking until pie crust is lightly browned, about 30 minutes. Sprinkle crumb mixture over pie and bake until golden brown, about 15 minutes more. Cool before serving.']",Megan Karlowsky,"Published on June 18, 2020",4.7,"[{'Prep Time': '20 mins'}, {'Cook Time': ' 1 hr'}, {'Additional Time': '20 mins'}, {'Total Time': ' 1 hr 40 mins'}, {'Yield': '1 9-inch pie'}]",8,https://www.allrecipes.com/thmb/cPA11aREBzANiLk-rUx82OLuy5A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/970222-225f8b89f025460cbe1ba56871f20dc3.jpg, Apple Pie,"['$1.24', '$1.16', '$2.42', '$0.04', '$0.14', '$0.04', '$0.02', '$1.08', '$0.24', '$0.30', '$0.08', '$1.69', '$0.16', '$0.18', '$0.97']",9.76,"{'calories': '3843', 'protein': '49g', 'total_fat': '213g', 'carbs': '452g'}"
91,Healthier Apple Pie by Grandma Ople,"['¼ cup unsalted butter', '3 tablespoons all-purpose flour', '½ cup packed brown sugar', '¼ cup water', '1 (14.1 ounce) package double-crust pie pastry, thawed', '8  Granny Smith apples - peeled, cored and sliced']","['Preheat the oven to 425 degrees F (220 degrees C).', 'Melt butter in a saucepan over medium heat. Add flour and stir to form a paste; cook until fragrant, about 1 to 2 minutes. Add brown sugar and water; bring to a boil. Reduce the heat to low and simmer for 3 to 5 minutes. Remove from the heat.', 'Press one pastry into the bottom and up the sides of a 9-inch pie pan. Roll out remaining pastry so it will overhang the pie by about 1/2 inch. Cut pastry into eight 1-inch strips.', 'Place sliced apples into the bottom crust, forming a slight mound. Lay four pastry strips vertically and evenly spaced over apples, using longer strips in the center and shorter strips at the edges.', ""Make a lattice crust: Fold the first and third strips all the way back so they're almost falling off the pie. Lay one of the unused strips perpendicularly over the second and fourth strips, then unfold the first and third strips back into their original position."", 'Fold the second and fourth vertical strips back. Lay one of the three unused strips perpendicularly over top. Unfold the second and fourth strips back into their original position.', 'Repeat Steps 5 and 6 to weave in remaining two pastry strips. Fold and trim excess dough at the edges as necessary. Pinch to secure.', ""Slowly and gently pour sugar mixture over lattice crust, making sure it seeps over sliced apples. Brush some onto lattice, but make sure it doesn't run off the sides."", 'Bake in the preheated oven for 15 minutes. Reduce the temperature to 350 degrees F (175 degrees C) and continue baking until apples are soft, 35 to 45 minutes.']",MakeItHealthy,"Updated on November 6, 2022",4.3,"[{'Prep Time': '30 mins'}, {'Cook Time': ' 1 hr'}, {'Total Time': ' 1 hr 30 mins'}, {'Yield': '1 9-inch pie'}]",8,https://www.allrecipes.com/thmb/Pe3cO73wVWqFEemCxZp_roctUfY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4561714-07881aec880941c6a438a36f7848b79b.jpg, Apple Pie,"['$0.49', '$0.03', '$0.35', '$4.28', '$6.44']",11.59,"{'calories': '3490', 'protein': '31g', 'total_fat': '152g', 'carbs': '520g'}"
92,Sunday's Apple Pie,"['½ cup white sugar', '2 tablespoons all-purpose flour', '2 teaspoons ground cinnamon', '3 tablespoons unsalted butter', '1 (14.1 ounce) package double-crust pie pastry, thawed', '6 medium tart apples - peeled, cored and sliced']","['Preheat the oven to 350 degrees F (175 degrees C). Place a baking sheet on an oven rack.', 'Stir sugar, flour, and cinnamon together in a small bowl until well combined. Cut butter into small pieces; divide into two equal piles.', 'Roll out pastry to an 11- or 12-inch circle; press into a 9-inch pie pan. Roll out top crust and set aside.', 'Place sliced apples into a large bowl. Pour sugar mixture over top and add 1/2 of the butter pieces. Toss apples until thoroughly coated. Pour into the pastry-lined pie pan.', 'Dot apples with remaining butter. Place second pastry on top. Seal edges and cut steam vents in top crust.', 'Set pie on the baking sheet in the preheated oven. Bake until filling is bubbly and crust is golden brown, 50 minutes to 1 hour.']",Donna,"Updated on February 16, 2023",4.7,"[{'Prep Time': '45 mins'}, {'Cook Time': '50 mins'}, {'Total Time': ' 1 hr 35 mins'}, {'Yield': '1 9-inch pie'}]",8,https://www.allrecipes.com/thmb/A7WiMNVXujJonJx1djOPne6zqMU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/762929-sundays-apple-pie-SMClanton-4x3-1-373c2bca34b44d04a8f32f1d6ace4932.jpg, Apple Pie,"['$0.14', '$0.02', '$0.16', '$0.36', '$4.28', '$4.83']",9.79,"{'calories': '3145', 'protein': '29g', 'total_fat': '140g', 'carbs': '459g'}"
93,Rustic Fruit Galette,"['4 cups thinly sliced apples', '2 tablespoons white sugar, or more to taste', '1 tablespoon cornstarch', '½ teaspoon ground cinnamon', '½ teaspoon vanilla extract', '1 (9 inch) prepared pie crust (such as Pillsbury®)']","['Preheat oven to 400 degrees F (200 degrees C). Grease a baking sheet.', 'Combine apples, sugar, cornstarch, cinnamon, and vanilla extract together in a bowl. Place pie crust on the prepared baking sheet. Spoon apple mixture into the center of crust, leaving a 2-inch border. Fold crust over the edges of the apple mixture.', 'Bake in the preheated oven until apples are tender and crust is golden, about 30 minutes.']",Rebecca Marmaduke,"Updated on January 14, 2022",4.9,"[{'Prep Time': '15 mins'}, {'Cook Time': '30 mins'}, {'Total Time': '45 mins'}, {'Yield': '4 servings'}]",4,https://www.allrecipes.com/thmb/n_ocGiAu5-qzgwzCpnLqHyNpDGc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2372359-66e2a6d06a3442f0a5d9b9918db0472f.jpg, Apple Pie,"['$1.66', '$0.03', '$0.03', '$0.04', '$0.15', '$2.14']",4.05,"{'calories': '1305', 'protein': '13g', 'total_fat': '53g', 'carbs': '198g'}"
94,Apple Pie with Pre-Cooked Apple Filling,"['10 medium apples - peeled, cored, and sliced', '¼ cup white sugar', '1 tablespoon ground cinnamon', '½ teaspoon ground nutmeg', '1 (14.1 ounce) package pastry for double-crust pie']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Combine apples, sugar, cinnamon, and nutmeg in a large pot over low heat. Mix well and cook, stirring frequently, until apples are tender but not mushy, 8 to 12 minutes.', 'Place one pie pastry in a 9-inch pie pan. Pour in apple mixture, then cover with remaining pastry. Seal the edges and cut several steam vents in the top.', 'Bake in the preheated oven until crust is golden brown, 30 to 40 minutes.']",Eva,"Updated on December 16, 2022",4.3,"[{'Prep Time': '30 mins'}, {'Cook Time': '40 mins'}, {'Total Time': ' 1 hr 10 mins'}, {'Yield': '1 9-inch pie'}]",8,https://www.allrecipes.com/thmb/BqrMOR31xQ3yOTTJzTZYJpz4O-c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21746-afc2105084ed41ddb4256d3356ce3a36.jpg, Apple Pie,"['$6.03', '$0.07', '$0.33', '$0.07', '$4.00']",10.5,"{'calories': '3366', 'protein': '34g', 'total_fat': '156g', 'carbs': '488g'}"
95,Chemical Apple Pie (No-Apple Apple Pie),"['1 (14.1 ounce) package double-crust pie pastry, thawed', '2 cups water', '1 ½ cups white sugar', '1 ½ teaspoons cream of tartar', '25  buttery round crackers', '½ teaspoon ground cinnamon', '2 tablespoons butter']","['Preheat the oven to 450 degrees F (225 degrees C).', 'Roll out pastry, place bottom pastry into a pie pan, and set aside.', 'Bring water to a boil in a large saucepan.', 'Mix together sugar and cream of tartar in a small bowl. Add mixture to boiling water. Stir, then add crackers, one at a time. Boil for 3 minutes, but do not stir.', 'Pour cracker mixture into the pastry-lined pie pan. Sprinkle crackers with cinnamon and dot with butter. Cover with top pastry. Seal edges and cut steam vents in the top.', 'Bake in the preheated oven until crust is golden brown, about 30 minutes. You may need to cover the top pastry partway through baking to prevent burning.']",John Pile,"Updated on January 11, 2023",4.0,"[{'Prep Time': '10 mins'}, {'Cook Time': '40 mins'}, {'Total Time': '50 mins'}, {'Yield': '1 pie'}]",8,https://www.allrecipes.com/thmb/6w3N1GHDQRP5TuHiZZaESku9Q9o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/455607-abfd9ebbf39649678cb402425df71b76.jpg, Apple Pie,"['$4.28', '$0.41', '$0.33', '$0.72', '$0.04', '$0.24']",6.02,"{'calories': '3565', 'protein': '30g', 'total_fat': '145g', 'carbs': '544g'}"
96,Impossible French Apple Pie,"['6 cups tart apples — peeled, cored, and sliced', '1 ¼ teaspoons ground cinnamon', '¼ teaspoon ground nutmeg', '1 cup white sugar', '¾ cup milk', '½ cup biscuit mix (e.g. Bisquick)', '2  eggs', '2 tablespoons butter', '1 cup biscuit mix (e.g. Bisquick)', '½ cup chopped walnuts', '⅓ cup light brown sugar', '3 tablespoons butter']","['Preheat the oven to 325 degrees F (165 degrees C). Grease a 10-inch pie pan.', 'In a large bowl, mix apples, cinnamon, and nutmeg together; turn mixture into pan. In a separate bowl, beat sugar, milk, 1/2 cup biscuit mix, eggs, and butter until smooth. Pour over apples.', 'To Make Streusel: In a small bowl, stir together 1 cup biscuit mix, nuts, brown sugar and butter; mix until crumbly. Sprinkle streusel over top of pie.', 'Bake in preheated oven for 55 to 60 minutes; bake until knife inserted in center of pie comes out clean.']",Brenda Ward,"Updated on July 4, 2023",4.3,"[{'Prep Time': '15 mins'}, {'Cook Time': '55 mins'}, {'Total Time': ' 1 hr 10 mins'}, {'Yield': '1 10-inch pie'}]",10,https://www.allrecipes.com/thmb/r9Y7YyXvAbce86h2ZvzAY41cPdo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1071607-b5e23aa06f4648e79514b6efff0d3b54.jpg, Apple Pie,"['$3.32', '$0.10', '$0.04', '$0.28', '$0.25', '$0.26', '$0.48', '$0.24', '$0.51', '$1.40', '$0.24', '$0.36']",7.48,"{'calories': '3338', 'protein': '43g', 'total_fat': '138g', 'carbs': '508g'}"
97,Apple Pie II,"['½ cup apple juice', '1 cup white sugar, divided', '½ cup butter', '6  Golden Delicious apples - peeled, cored and sliced', '2 tablespoons cornstarch', '1 recipe pastry for a 9 inch double crust pie']","['Combine the apple juice, 1/2 cup white sugar, and butter in a large saucepan. Cook over medium heat, stirring occasionally, until sugar has melted. Add the apples and cook until fruit is tender, about 10 minutes.', 'Whisk remaining 1/2 cup sugar with the cornstarch. Stir into the fruit mixture, bring mixture to a boil, then cook until juices thicken, about 2 minutes. Allow filling to cool (it will continue to thicken as it cools).', 'Preheat oven to 350 degrees F (175 degrees C). Place a baking sheet on an oven rack.', 'Roll out bottom crust to line a 9-inch pie pan. Roll out top crust and set aside. Pour cooled apple filling into the pie shell. Cover with the top crust and seal. Cut or poke holes in top crust to allow steam to escape.', 'Bake in preheated oven on baking sheet until crust is golden brown and filling is bubbly, about 45 minutes.']",DLEEGUILL,"Updated on August 8, 2022",4.7,"[{'Prep Time': '45 mins'}, {'Cook Time': ' 1 hr'}, {'Additional Time': '30 mins'}, {'Total Time': ' 2 hrs 15 mins'}, {'Yield': '1 pie'}]",8,https://www.allrecipes.com/thmb/1cSsDwzfXg1a9aydQRtfUNDJhYk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/519297-b11086829fbd4f22b89b9625ffec6d3b.jpg, Apple Pie,"['$0.17', '$0.28', '$0.97', '$4.83', '$0.07', '$2.45']",8.77,"{'calories': '3619', 'protein': '21g', 'total_fat': '188g', 'carbs': '489g'}"
98,Campfire Apple Pie,"['2 (1 ounce) slices white bread', '1 tablespoon butter, softened', '3 tablespoons apple pie filling']","['Spray a cast iron pie cooker with nonstick cooking spray. Evenly spread one side of each slice of bread with softened butter. Lay a slice of bread, butter side down, into the cooker. Spoon on pie filling, and top with second slice of bread, butter side up.', 'Close up cooker, and cook over a hot campfire, turning occasionally, until the pie is hot and golden brown, about 4 minutes.']",AdicaArethusa,"Updated on February 10, 2022",4.9,"[{'Prep Time': '5 mins'}, {'Cook Time': '5 mins'}, {'Total Time': '10 mins'}, {'Yield': '1 pie'}]",1,https://www.allrecipes.com/thmb/MlUVGNRuYwGTq3_ypG3p0xp9RA0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/866020-d024139fc9d7464a998d38c65695005d.jpg, Apple Pie,"['$0.20', '$0.12', '$0.19']",0.51,"{'calories': '297', 'protein': '5g', 'total_fat': '13g', 'carbs': '39g'}"
99,Mom's Apple Pie I,"['1 recipe pastry for a 9 inch double crust pie', '¾ cup white sugar', '2 tablespoons all-purpose flour', '⅛ teaspoon salt', '1 teaspoon ground cinnamon', '¼ teaspoon ground nutmeg', '6  tart apples - peeled, cored and sliced', '2 tablespoons butter', '2 tablespoons whiskey']","['Preheat oven to 450 degrees F (225 degrees C). Fit bottom crust into a 9 inch pie plate.', 'In a small bowl, mix together sugar, flour, salt, cinnamon, and nutmeg. Place sliced apples in a large bowl and sprinkle with sugar mixture. Toss until apples are thoroughly coated. Spoon apples into pan.', 'Dot apples with butter or margarine, then sprinkle with whiskey. Cover with top crust. Seal edges and cut steam vents in top.', 'Bake in preheated oven for 10 minutes. Lower temperature to 350 degrees F (175 degrees C) and bake an additional 40 minutes. Serve warm.']",Rita Wittwer,"Updated on July 14, 2022",4.7,[{'Yield': '1 to 9 - inch pie'}],8,https://www.allrecipes.com/thmb/oPXEinxtMcGRSJg_XphGpMIOpsk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2652618-d804d8da385a4357b8aadd0feaa73dd2.jpg, Apple Pie,"['$2.45', '$0.21', '$0.02', '$0.08', '$0.04', '$4.83', '$0.24', '$1.16']",9.03,"{'calories': '2833', 'protein': '22g', 'total_fat': '118g', 'carbs': '423g'}"
100,Slow Cooker Applesauce,"['8  apples - peeled, cored, and thinly sliced', '½ cup water', '¾ cup packed brown sugar', '½ teaspoon pumpkin pie spice']",['Combine apples and water in a slow cooker; cook on Low for 6 to 8 hours. Stir in brown sugar and pumpkin pie spice; continue cooking another 30 minutes.'],A.S.G.,"Updated on July 10, 2023",4.7,"[{'Prep Time': '10 mins'}, {'Cook Time': ' 6 hrs 30 mins'}, {'Total Time': ' 6 hrs 40 mins'}]",8,https://www.allrecipes.com/thmb/36BlZB37JSZqPKoE04tlmZsKKrE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1046676-spiced-slow-cooker-applesauce-NERDBOX-4x3-1-60881fed06964230acd0b8864e20c3c8.jpg, Applesauce,"['$4.82', '$0.53', '$0.20']",5.55,"{'calories': '1387', 'protein': '4g', 'total_fat': '2g', 'carbs': '363g'}"
101,Applesauce,"['6 cups apples - peeled, cored and chopped', '¾ cup water', '⅛ teaspoon ground cinnamon', '⅛ teaspoon ground cloves', '½ cup white sugar']","['In a 2 quart saucepan over medium heat, combine apples, water, cinnamon, and cloves. Bring to a boil, reduce heat, and simmer 10 minutes. Stir in sugar, and simmer 5 more minutes.']",JACKSWIFE,"Updated on February 15, 2023",4.7,"[{'Prep Time': '20 mins'}, {'Cook Time': '15 mins'}, {'Total Time': '35 mins'}, {'Yield': '4 servings'}]",4,https://www.allrecipes.com/thmb/jK4UIr2RTp_LS8ROUzaCMpNGRLY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/54346-Applesauce-Tammy-Lynn-4x3-1-2000-511aa6cacdfb44c3bb30b97bfbd3788b.jpg, Applesauce,"['$2.48', '$0.01', '$0.04', '$0.14']",2.67,"{'calories': '776', 'protein': '1g', 'total_fat': '1g', 'carbs': '203g'}"
102,Applesauce for the Freezer,"['3 ½ pounds apples - peeled, cored, and quartered', '1 cup water', '¼ cup dark brown sugar', '¼ cup white sugar, or less to taste', '3 tablespoons lemon juice, or more to taste', '1 (3 inch) piece cinnamon stick', '4  strips lemon zest', '½ teaspoon salt']","['Stir apples, water, brown sugar, white sugar, lemon juice, cinnamon stick, lemon zest, and salt together in a large pot. Place a cover on the pot and bring the mixture to a boil. Reduce heat to medium-low and cook until the apples are soft, 20 to 30 minutes.', 'Remove pot from heat. Remove and discard cinnamon stick and lemon zest strips. Mash apples with a potato masher.']",Robert Crowell,"Updated on August 28, 2022",4.9,"[{'Prep Time': '15 mins'}, {'Cook Time': '25 mins'}, {'Total Time': '40 mins'}, {'Yield': '5 quarts'}]",20,https://www.allrecipes.com/thmb/EUhjKQJWb7EN3DZk7w2cJ7F2O-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1049469-applesauce-for-the-freezer-Sue-4x3-1-ec3a138c1fa04878b485011ce84c603b.jpg, Applesauce,"['$5.26', '$0.18', '$0.07', '$0.31', '$0.14', '$0.33']",6.29,"{'calories': '1247', 'protein': '4g', 'total_fat': '3g', 'carbs': '329g'}"
103,Cranberry Sauce Extraordinaire,"['1 cup water', '1 cup white sugar', '1 (12 ounce) package fresh cranberries', '1  orange, peeled and pureed', '1  apple - peeled, cored and diced', '1  pear - peeled, cored and diced', '1 cup chopped dried mixed fruit', '1 cup chopped pecans', '½ teaspoon salt', '1 teaspoon ground cinnamon', '½ teaspoon ground nutmeg']","['In a medium saucepan, boil water and sugar until the sugar dissolves. Reduce the heat to simmer, and stir in cranberries, pureed orange, apple, pear, dried fruit, pecans, salt, cinnamon, and nutmeg. Cover, and simmer for 30 minutes, stirring occasionally, until the cranberries burst. Remove from heat, and let cool to room temperature.']",Allrecipes Test Kitchen,"Updated on November 1, 2022",4.8,"[{'Prep Time': '10 mins'}, {'Cook Time': '35 mins'}, {'Total Time': '45 mins'}, {'Yield': '12 servings'}]",12,https://www.allrecipes.com/thmb/PqoNDKUqkiywKW-SYZWHbunVYuA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2907429-cranberry-sauce-extraordinaire-Elizabeth-4x3-1-b324d62d29484113a2ae92ef5dbb0c9f.jpg, Applesauce,"['$0.28', '$2.26', '$0.29', '$0.60', '$0.59', '$0.61', '$3.39', '$0.08', '$0.07']",8.17,"{'calories': '2047', 'protein': '15g', 'total_fat': '81g', 'carbs': '350g'}"
104,Cranberry Sauce with Apples,"['1 (12 ounce) package fresh cranberries, rinsed and sorted', '2 large Granny Smith apples - peeled, cored, and diced', '1 cup water', '1 cup white sugar', '½ teaspoon ground cinnamon']","['Place cranberries, apples, water, sugar, and cinnamon in a medium saucepan over medium heat; bring to a boil. Reduce heat to low and simmer until cranberries pop and apples are soft, about 20 minutes.', 'Remove from the heat and cool completely. Serve, or cover and refrigerate until ready to serve.']",Baking Nana,"Updated on July 19, 2022",4.9,"[{'Prep Time': '5 mins'}, {'Cook Time': '25 mins'}, {'Total Time': '30 mins'}]",10,https://www.allrecipes.com/thmb/PQ0iKXON0GqIeSUl3WgiqTXZhO8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5720523-6e3e0e5b41a840cc877cebad9125b187.jpg, Applesauce,"['$2.26', '$1.97', '$0.28', '$0.04']",4.55,"{'calories': '1160', 'protein': '2g', 'total_fat': '1g', 'carbs': '302g'}"
105,No Cook Applesauce,"['12  apples - peeled, cored, and chopped', '1 cup brown sugar', '1 cup water', '1 ½ tablespoons lemon juice', '1 teaspoon ground cinnamon']","['Blend apples, brown sugar, water, lemon juice, and cinnamon in a blender until smooth.']",Tina M,"Updated on October 31, 2022",4.5,"[{'Prep Time': '15 mins'}, {'Total Time': '15 mins'}, {'Yield': '16 servings'}]",16,https://www.allrecipes.com/thmb/jcLgNvUxkJlYJ5HUGCjQWq4fovQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1060959-no-cook-applesauce-ReneePaj-4x3-1-8622d012073f4a738b7209a3e8e558d8.jpg, Applesauce,"['$7.23', '$0.71', '$0.15', '$0.08']",8.17,"{'calories': '1981', 'protein': '6g', 'total_fat': '3g', 'carbs': '520g'}"
106,Willis Farm Applesauce,"['6  apples - peeled, cored, and chopped', '¼ cup water', '¼ cup cinnamon candies (such as Red Hots®)', '2 tablespoons white sugar']","['Combine apples and water in a large pot over medium heat; bring to a simmer and cook for 5 minutes.', 'Stir cinnamon candies and sugar into apples and water; return mixture to a simmer and cook until candies melt, about 15 minutes.', 'Remove pot from heat and set aside until mixture cools, about 15 minutes.', 'Mash apples with a potato masher until no large chunks remain. Alternately, you can blend the mixture with an immersion blender to get a smoother applesauce.']",JenG,"Updated on July 12, 2022",5.0,"[{'Prep Time': '10 mins'}, {'Cook Time': '20 mins'}, {'Additional Time': '15 mins'}, {'Total Time': '45 mins'}]",6,https://www.allrecipes.com/thmb/pBfzN4xdnVkJ9Ldq8NsICX8WsHo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3326921-4caff73bebe14c89b6647735a65dcec0.jpg, Applesauce,"['$3.62', '$0.29', '$0.03']",3.94,"{'calories': '819', 'protein': '2g', 'total_fat': '1g', 'carbs': '216g'}"
107,Blushing Applesauce,"['5 pounds Macintosh apples, quartered and cored', '¾ cup sugar', '¾ cup water', '¼ cup lemon juice', '1 teaspoon cinnamon', '½ teaspoon nutmeg']","['Place apples in a large pot with the sugar, water, and lemon juice. Bring to a boil, then reduce heat to medium-low and simmer uncovered, stirring occasionally, until the apples are very soft and lose their shape, about 25 minutes.', 'Remove the apples from the heat and allow to cool slightly. Puree apples in a food processor or food mill. If using the food processor, strain the apples through a sieve to remove the pieces of apple skin.', 'Stir in the cinnamon and nutmeg. Serve at room temperature or refrigerate and serve cold.']",FutureChefShay,"Published on June 18, 2020",4.5,"[{'Prep Time': '30 mins'}, {'Cook Time': '25 mins'}, {'Total Time': '55 mins'}, {'Yield': '10 servings'}]",10,https://www.allrecipes.com/thmb/ZDV5I8Zn4BP84U3lUT4Q8L31arw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/697847-9d957d13dfcb46378492a778d0c4c16d.jpg, Applesauce,"['$7.51', '$0.21', '$0.41', '$0.08', '$0.07']",8.28,"{'calories': '1780', 'protein': '6g', 'total_fat': '4g', 'carbs': '468g'}"
108,Slow Cooker Cider Applesauce (No Sugar Added),"['5 pounds apples - peeled, cored, and thinly sliced', '1 ½ tablespoons ground cinnamon', '½ teaspoon ground cloves', '¼ teaspoon ground nutmeg']","['Layer apples in a slow cooker. Sprinkle cinnamon, cloves, and nutmeg over apples.', 'Cook on High until apples are soft, 4 to 5 hours. Whisk apples vigorously for a chunkier-style applesauce. Puree with an immersion blender for a smoother applesauce.']",Cookingfor9,"Updated on December 28, 2022",4.7,"[{'Prep Time': '10 mins'}, {'Cook Time': ' 4 hrs'}, {'Total Time': ' 4 hrs 10 mins'}]",16,https://www.allrecipes.com/thmb/MmIWbhG84KJdRLCugEVDZpHLpD0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2194509-slow-cooker-cider-applesauce-no-sugar-added-Rock_lobster-4x3-1-ce13cfccc103402d8245cd9ebf061c9a.jpg, Applesauce,"['$7.51', '$0.49', '$0.18', '$0.04']",8.22,"{'calories': '1214', 'protein': '6g', 'total_fat': '4g', 'carbs': '323g'}"
